category,category.member,domain,prod.freq,prod.freq.percent,mean.rank,first.rank.freq,first.rank.freq.percent,weighted.rank,mean.RT,typicality,wordfreq.SUBTLEXUK,word.length,AoA.Kuperman,concreteness.Brysbaert
living room furniture,setee,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
living room furniture,shelf,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
living room furniture,shelves,Concrete,3,0.15,7,NA,NA,78,NA,3.75,3.83,7,NA,NA
living room furniture,side table,Concrete,2,0.1,6.5,NA,NA,53,NA,4.083333333,NA,9,NA,NA
living room furniture,side tables,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
living room furniture,sideboard,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
living room furniture,sofa,Concrete,14,0.7,1.785714286,7,0.35,437,2.353285714,4.916666667,4.22,4,4.5,4.9
living room furniture,sofas,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
living room furniture,speakers,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
living room furniture,table,Concrete,9,0.45,2.444444444,3,0.15,275,2.197666667,4,5.1,5,4.39,4.9
living room furniture,telephone,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
living room furniture,television,Concrete,9,0.45,3.333333333,2,0.1,267,2.377,3.583333333,4.87,10,4.11,4.83
living room furniture,television stand,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
living room furniture,tv,Concrete,7,0.35,2.857142857,1,0.05,211,2.382,NA,5.06,2,3.47,5
living room furniture,tv stand,Concrete,3,0.15,5.333333333,NA,NA,83,NA,NA,NA,7,NA,NA
living room furniture,tv unit,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
living room furniture,vase,Concrete,2,0.1,5,NA,NA,56,NA,2.5,4.27,4,7.89,5
living room furniture,vases,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
living room furniture,wallpaper,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
living room furniture,wardrobe,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
living room furniture,wood burner,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
meat,bacon,Concrete,3,0.15,9.333333333,NA,NA,71,NA,4.5,4.34,5,5,4.9
meat,beef,Concrete,17,0.85,3.117647059,2,0.1,508,2.6445,4.916666667,4.45,4,6.58,4.74
meat,black pudding,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
meat,buffalo,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
meat,chicken,Concrete,19,0.95,2.210526316,10,0.5,585,2.9255,4.916666667,4.82,7,3.26,4.8
meat,chicken puree,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
meat,chorizo,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
meat,cod cheeks,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
meat,cow,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
meat,crocodile,Concrete,3,0.15,10.33333333,NA,NA,68,NA,2.083333333,3.95,9,5.11,4.83
meat,dead animal,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
meat,deer,Concrete,2,0.1,7,NA,NA,52,NA,3.583333333,4.26,4,5.17,4.86
meat,duck,Concrete,6,0.3,5.166666667,NA,NA,167,NA,3.083333333,4.53,4,3.5,4.86
meat,elk,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
meat,environmental impact of meat,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
meat,fish,Concrete,6,0.3,7.166666667,NA,NA,155,NA,2.666666667,5.19,4,4.05,5
meat,frog,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
meat,frogs,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
meat,gammon,Concrete,4,0.2,7.5,NA,NA,102,NA,4.416666667,2.85,6,14.5,NA
meat,goat,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
meat,haddock,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
meat,ham,Concrete,4,0.2,4.75,1,0.05,113,1.575,4.416666667,4.35,3,4.1,4.9
meat,heart,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
meat,horse,Concrete,3,0.15,6.666666667,NA,NA,79,NA,2.25,4.99,5,4.15,5
meat,humanitarian aspects of meat eating,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
meat,kangaroo,Concrete,4,0.2,9,NA,NA,96,NA,2.583333333,3.62,8,5.55,4.86
meat,lamb,Concrete,11,0.55,3.454545455,2,0.1,325,2.5625,4.583333333,4.61,4,4.15,4.97
meat,liver,Concrete,2,0.1,8,NA,NA,50,NA,3,4.13,5,8.56,4.68
meat,lobster,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
meat,mutton,Concrete,4,0.2,6.75,NA,NA,105,NA,4,3.51,6,13.15,4.25
meat,offal,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
meat,ostrich,Concrete,2,0.1,10.5,NA,NA,45,NA,2.75,3.52,7,6.42,4.71
meat,ox,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
meat,pasties,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
meat,pheasant,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
meat,pig product,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
meat,pigeon,Concrete,2,0.1,9.5,NA,NA,47,NA,1.833333333,4.03,6,6.21,4.71
meat,pork,Concrete,15,0.75,3.333333333,2,0.1,445,2.0925,4.916666667,4.39,4,5.63,4.79
meat,rabbit,Concrete,4,0.2,6.75,NA,NA,105,NA,3.416666667,4.39,6,3.94,4.93
meat,red,Concrete,1,0.05,1,1,0.05,32,2.658,NA,NA,NA,NA,NA
meat,reprocessed meat,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
meat,salmon,Concrete,2,0.1,9,NA,NA,48,NA,1.916666667,4.34,6,8,4.81
meat,sausage,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
meat,sausage roll,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
meat,sausages,Concrete,3,0.15,8,NA,NA,75,NA,4.25,4.04,8,NA,NA
meat,seafood,Concrete,2,0.1,5,NA,NA,56,NA,2,3.8,7,6.86,4.83
meat,sheep,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
meat,shrimp,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
meat,slabs of beef,Concrete,1,0.05,1,1,0.05,32,5.709,NA,NA,NA,NA,NA
meat,snails,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
meat,snout to tail eating,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
meat,steak,Concrete,3,0.15,5.333333333,NA,NA,83,NA,4.666666667,4.05,5,6.63,4.96
meat,tongue,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
meat,tripe,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
meat,tuna,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
meat,turkey,Concrete,8,0.4,5.25,NA,NA,222,NA,3.916666667,4.35,6,3.95,4.89
meat,vale,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
meat,veal,Concrete,6,0.3,4,1,0.05,174,2.582,4.333333333,3.52,4,11.17,4.75
meat,venison,Concrete,5,0.25,5.6,NA,NA,137,NA,4.333333333,3.78,7,11.65,4.46
meat,white,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
meat,wild boar,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
meat,zebra,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
medical specialty,a&e,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,anaesthesia,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
medical specialty,anaesthetics,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
medical specialty,anaesthetist,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
medical specialty,audiologist,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
medical specialty,audiology,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
medical specialty,backs,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
medical specialty,bariatrics,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
medical specialty,brain surgeon,Abstract,3,0.15,1.333333333,2,0.1,95,7.0295,NA,NA,12,NA,NA
medical specialty,cancer,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
medical specialty,cancer research,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
medical specialty,cancer team,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
medical specialty,cardiac,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,cardiography,Abstract,1,0.05,1,1,0.05,32,3.28,NA,NA,NA,NA,NA
medical specialty,cardiologist,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
medical specialty,cardiology,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,cardiovascular,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,chemist,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
medical specialty,children,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
medical specialty,chiropractic,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
medical specialty,dental,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,dentist,Abstract,6,0.3,2.833333333,1,0.05,181,2.226,4.416666667,3.76,7,5.22,4.93
medical specialty,dentistry,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
medical specialty,dermatology,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
medical specialty,diagnostic,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,doctor,Abstract,6,0.3,2.333333333,3,0.15,184,3.197666667,4.166666667,5.02,6,4.6,4.69
medical specialty,ear nose and throat,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
medical specialty,ent,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
medical specialty,eye doctor,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
medical specialty,feet,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,gastro,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,general medicine,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
medical specialty,general practice,Abstract,2,0.1,6,NA,NA,54,NA,NA,NA,15,NA,NA
medical specialty,general practitioner,Abstract,2,0.1,4.5,NA,NA,57,NA,4.25,NA,19,NA,NA
medical specialty,general surgery,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
medical specialty,geriatrics,Abstract,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
medical specialty,gp,Abstract,3,0.15,2.666666667,NA,NA,91,NA,NA,4.02,2,NA,NA
medical specialty,gynaecologist,Abstract,2,0.1,6.5,NA,NA,53,NA,4.666666667,2.5,13,NA,NA
medical specialty,gynaecology,Abstract,2,0.1,7,NA,NA,52,NA,4.833333333,2.16,11,NA,NA
medical specialty,heart surgeon,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
medical specialty,local doctors,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
medical specialty,midwife,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,neurological,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
medical specialty,neurologist,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
medical specialty,neurology,Abstract,2,0.1,1,2,0.1,64,5.3275,4.666666667,2.35,9,14.42,2.5
medical specialty,nurse,Abstract,7,0.35,3.857142857,NA,NA,204,NA,4.583333333,4.5,5,5.84,4.39
medical specialty,obstetrics,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
medical specialty,oncology,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
medical specialty,opthalmology,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
medical specialty,optician,Abstract,2,0.1,4.5,NA,NA,57,NA,3.916666667,2.9,8,11.24,4.68
medical specialty,optometrist,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
medical specialty,optometry,Abstract,1,0.05,1,1,0.05,32,15.685,NA,NA,NA,NA,NA
medical specialty,orthodontist,Abstract,4,0.2,3.75,1,0.05,117,3.225,4.083333333,1.93,12,10.26,4.43
medical specialty,orthopaedic,Abstract,3,0.15,3.333333333,NA,NA,89,NA,4.666666667,3.05,11,NA,NA
medical specialty,paediatric,Abstract,4,0.2,3,1,0.05,120,3.114,4.5,2.99,10,NA,NA
medical specialty,paediatrician,Abstract,4,0.2,3.25,1,0.05,119,3.432,4.416666667,2.68,13,NA,NA
medical specialty,paediatrics,Abstract,3,0.15,5,1,0.05,84,5.894,4.416666667,2.63,11,NA,NA
medical specialty,pathology,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
medical specialty,physiotherapist,Abstract,1,0.05,1,1,0.05,32,6.023,NA,NA,NA,NA,NA
medical specialty,podiatry,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
medical specialty,psychiatrist,Abstract,2,0.1,1.5,1,0.05,63,2.771,4.5,3.35,12,12.61,4.34
medical specialty,psychiatry,Abstract,2,0.1,2.5,1,0.05,61,5.75,4.5,2.52,10,11.61,2.61
medical specialty,psychological,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
medical specialty,psychologist,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
medical specialty,public health,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
medical specialty,radiography,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
medical specialty,radiologist,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
medical specialty,radiology,Abstract,2,0.1,5,NA,NA,56,NA,4.5,2.65,9,12.61,2.83
medical specialty,research,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
medical specialty,social worker,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
medical specialty,statistics,Abstract,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
medical specialty,surgeon,Abstract,5,0.25,3.8,1,0.05,146,6.435,4.916666667,4.02,7,8.58,4.54
medical specialty,surgeon general,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
medical specialty,surgery,Abstract,3,0.15,2.333333333,2,0.1,92,3.98,4.333333333,4.46,7,7.68,4.34
medical specialty,surgery specialist,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
medical specialty,veterinary,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
medical specialty,vetetarian,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
medical specialty,x-ray specialist,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
metal,aluminium,Concrete,13,0.65,4.461538462,2,0.1,371,4.4865,4.75,3.67,9,NA,NA
metal,brass,Concrete,3,0.15,9,NA,NA,72,NA,4.333333333,4.22,5,9.05,4.7
metal,bronze,Concrete,5,0.25,4.6,NA,NA,142,NA,4.083333333,4.41,6,10,4.47
metal,cadmium,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
metal,cast iron,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
metal,chrome,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
metal,cobalt,Concrete,2,0.1,8.5,NA,NA,49,NA,3.833333333,2.92,6,13.47,4.46
metal,copper,Concrete,10,0.5,2.8,3,0.15,330,2.412333333,4.666666667,4.25,6,7.95,4.52
metal,gold,Concrete,14,0.7,3.214285714,3,0.15,417,3.362333333,4.75,5.1,4,7.1,4.81
metal,iron,Concrete,16,0.8,2.125,7,0.35,494,4.154,4.75,4.52,4,7.32,4.59
metal,magnesium,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
metal,mercury,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
metal,nickel,Concrete,2,0.1,2,1,0.05,62,6.141,4.333333333,3.27,6,5.75,4.79
metal,platinum,Concrete,5,0.25,5.6,NA,NA,137,NA,4.583333333,3.49,8,12.28,4.44
metal,potassium,Concrete,2,0.1,8.5,NA,NA,49,NA,3.583333333,3.22,9,11.89,4.23
metal,silver,Concrete,15,0.75,3.533333333,1,0.05,442,3.371,4.5,5.01,6,6.21,4.52
metal,sodium,Concrete,2,0.1,8.5,NA,NA,49,NA,3.416666667,3.41,6,9.72,4.21
metal,steel,Concrete,7,0.35,4.428571429,2,0.1,200,2.122,4.666666667,4.42,5,7.68,4.87
metal,tin,Concrete,7,0.35,5.142857143,NA,NA,195,NA,4.25,4.35,3,6.79,4.87
metal,titanium,Concrete,8,0.4,7.25,NA,NA,206,NA,4.666666667,3.05,8,13.58,4.67
metal,wire,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
metal,wrought iron,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
metal,zinc,Concrete,5,0.25,4.8,NA,NA,141,NA,4.666666667,3.23,4,12.47,4.4
military title,admiral,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
military title,authority,Abstract,1,0.05,1,1,0.05,32,2.976,NA,NA,NA,NA,NA
military title,brigadier,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
military title,brigadier general,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
military title,captain,Abstract,6,0.3,3.333333333,NA,NA,178,NA,4.583333333,4.85,7,6.06,4.19
military title,chief,Abstract,2,0.1,5,NA,NA,56,NA,3.583333333,4.79,5,7.53,4.26
military title,colonel,Abstract,5,0.25,2.8,1,0.05,151,3.686,4.416666667,4.32,7,9.62,3.89
military title,commander,Abstract,6,0.3,2.5,1,0.05,183,2.138,4.5,4.11,9,8.19,4.31
military title,commander-in-chief,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
military title,corporal,Abstract,2,0.1,3.5,1,0.05,59,4.811,4.583333333,3.78,8,11.11,2.8
military title,cruel,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
military title,general,Abstract,7,0.35,3.142857143,2,0.1,209,3.1815,4.583333333,5.05,7,8.05,1.62
military title,gunner,Abstract,1,0.05,1,1,0.05,32,4.165,NA,NA,NA,NA,NA
military title,gunnery sergeant,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
military title,lance corporal,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
military title,lieutenant,Abstract,10,0.5,3.2,3,0.15,298,6.731,4.75,3.84,10,9.5,4.41
military title,major,Abstract,3,0.15,4,NA,NA,87,NA,4.75,5.05,5,8.8,2.16
military title,nsin,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
military title,officer,Abstract,6,0.3,3.833333333,1,0.05,175,2.5,4.416666667,4.74,7,6.5,4.8
military title,petty officer,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
military title,police,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
military title,private,Abstract,5,0.25,4.8,1,0.05,141,2.529,4.166666667,5.02,7,6.16,2.72
military title,rear admiral,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
military title,senior,Abstract,2,0.1,3,NA,NA,60,NA,2.25,4.62,6,8.26,2.97
military title,sergeant,Abstract,15,0.75,2,5,0.25,465,4.0304,4.833333333,4.25,8,9,4.7
military title,sergeant major,Abstract,2,0.1,5.5,NA,NA,55,NA,4.833333333,NA,13,NA,NA
military title,soldier,Abstract,4,0.2,2.5,2,0.1,122,3.246,4.5,4.36,7,6.94,4.72
military title,yeoman,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
month,april,Abstract,20,1,4.1,NA,NA,578,NA,4.833333333,4.52,5,NA,3.33
month,august,Abstract,20,1,8.1,NA,NA,498,NA,5,4.35,6,5.65,3.04
month,december,Abstract,20,1,11.3,NA,NA,434,NA,4.916666667,4.35,8,5.01,3
month,february,Abstract,20,1,2.1,NA,NA,618,NA,4.916666667,4.3,8,NA,2.4
month,january,Abstract,20,1,1.1,19,0.95,638,2.110368421,5,4.47,7,5.52,3.13
month,july,Abstract,20,1,7.1,NA,NA,518,NA,4.833333333,4.41,4,NA,2.93
month,june,Abstract,20,1,6.1,NA,NA,538,NA,5,4.55,4,NA,3.4
month,march,Abstract,20,1,3.1,NA,NA,598,NA,4.916666667,4.66,5,6.85,4.03
month,may,Abstract,20,1,5.1,NA,NA,558,NA,4.833333333,5.68,3,5.65,3
month,november,Abstract,19,0.95,10.42105263,1,0.05,429,4.002,4.833333333,4.4,8,5.67,2.93
month,october,Abstract,18,0.9,10.11111111,NA,NA,412,NA,4.916666667,4.38,7,NA,2.81
month,september,Abstract,19,0.95,9.105263158,NA,NA,454,NA,5,4.45,9,NA,3.81
musical instrument,accordion,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
musical instrument,acoustic guitar,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
musical instrument,alto,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
musical instrument,banjo,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
musical instrument,baritone,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
musical instrument,bass,Concrete,5,0.25,6.6,NA,NA,157,NA,4.333333333,4.18,4,8.63,4.31
musical instrument,bass guitar,Concrete,8,0.4,6.125,NA,NA,215,NA,4.666666667,NA,10,NA,4.83
musical instrument,basso,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
musical instrument,bassoon,Concrete,2,0.1,7.5,NA,NA,51,NA,2.916666667,2.73,7,10.38,4.67
musical instrument,bongos,Concrete,2,0.1,15,NA,NA,36,NA,4.25,2.82,6,NA,NA
musical instrument,castanets,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
musical instrument,cello,Concrete,10,0.5,8,1,0.05,250,1.711,4.25,3.46,5,9.89,4.96
musical instrument,clarinet,Concrete,12,0.6,5.75,1,0.05,327,1.784,4.666666667,3.26,8,9.22,4.92
musical instrument,cornet,Concrete,4,0.2,9.75,NA,NA,93,NA,NA,2.83,6,NA,NA
musical instrument,cymbal,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
musical instrument,didgeridoo,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
musical instrument,double bass,Concrete,4,0.2,9,NA,NA,96,NA,4.25,NA,10,NA,4.04
musical instrument,drum,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
musical instrument,drum set,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
musical instrument,drums,Concrete,15,0.75,6.666666667,1,0.05,395,1.85,4.75,3.96,5,NA,4.79
musical instrument,electric guitar,Concrete,4,0.2,6,NA,NA,108,NA,4.833333333,NA,14,NA,NA
musical instrument,electrical guitar,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
musical instrument,flute,Concrete,15,0.75,6.266666667,2,0.1,401,2.458,4.75,3.48,5,8.47,5
musical instrument,french horn,Concrete,3,0.15,13.66666667,NA,NA,58,NA,3.583333333,NA,10,NA,5
musical instrument,guitar,Concrete,18,0.9,2.555555556,9,0.45,548,2.156111111,5,4.39,6,5.32,4.9
musical instrument,harmonica,Concrete,5,0.25,13.2,NA,NA,99,NA,4.416666667,3.05,9,7.32,4.9
musical instrument,harp,Concrete,6,0.3,11.16666667,NA,NA,131,NA,4,3.4,4,7.55,4.85
musical instrument,horn,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
musical instrument,human voice,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
musical instrument,keyboard,Concrete,9,0.45,7,NA,NA,234,NA,4,3.64,8,9.32,4.93
musical instrument,lute,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
musical instrument,maracas,Concrete,2,0.1,13,NA,NA,40,NA,NA,2.77,7,NA,NA
musical instrument,oboe,Concrete,8,0.4,8.625,NA,NA,195,NA,3.666666667,2.7,4,10.78,4.43
musical instrument,ocarina,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
musical instrument,organ,Concrete,3,0.15,6.333333333,NA,NA,80,NA,4,3.99,5,8.72,4.77
musical instrument,percussion,Concrete,2,0.1,9.5,NA,NA,47,NA,3.5,3.36,10,10.47,3.52
musical instrument,piano,Concrete,16,0.8,5.375,1,0.05,442,3.079,5,4.36,5,5.5,4.9
musical instrument,recorder,Concrete,7,0.35,10.42857143,NA,NA,158,NA,4.333333333,3.39,8,8.37,4.43
musical instrument,saxophone,Concrete,10,0.5,6.2,NA,NA,268,NA,4.916666667,3.25,9,9.1,5
musical instrument,soprano,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
musical instrument,sousaphone,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
musical instrument,tenor,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
musical instrument,timpani,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
musical instrument,triangle,Concrete,9,0.45,11.66666667,NA,NA,192,NA,3.75,3.93,8,4.9,4.52
musical instrument,trombone,Concrete,9,0.45,5.444444444,2,0.1,248,2.358,4.5,3.27,8,7.83,4.9
musical instrument,trumpet,Concrete,15,0.75,6.4,2,0.1,399,2.567,4.916666667,3.82,7,6.28,4.86
musical instrument,tuba,Concrete,2,0.1,4.5,NA,NA,57,NA,4.583333333,2.95,4,7,4.86
musical instrument,ukulele,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
musical instrument,viola,Concrete,5,0.25,12.8,NA,NA,101,NA,4.083333333,3.07,5,NA,4.54
musical instrument,violin,Concrete,19,0.95,8.684210526,1,0.05,462,2.383,4.833333333,3.82,6,7.45,4.96
