Word,Concreteness,Spec_3,Lg10CD,length,Valence,Arousal,Dominance
arithmetic,2.74,2.428571428571429,1.8195,10,0.453,0.46,0.634
ark,4.67,2.142857142857143,1.9191,3,0.396,0.427,0.543
arm,4.96,2.142857142857143,3.2891,3,0.552,0.285,0.469
armada,4.04,1.7142857142857144,1.5563,6,0.408,0.74,0.868
armchair,5.0,2.428571428571429,1.301,8,0.646,0.164,0.339
armor,4.76,2.0,2.2967,5,0.469,0.625,0.784
armory,4.36,2.142857142857143,1.7634,6,0.448,0.663,0.8
armpit,4.8,2.0,1.6812,6,0.283,0.439,0.25
arms,4.97,1.8571428571428572,3.2751,4,0.464,0.395,0.483
army,4.7,2.0,3.1781,4,0.417,0.759,0.902
aroma,3.67,1.5714285714285714,1.8129,5,0.823,0.235,0.442
aromatherapy,3.21,2.571428571428571,1.1761,12,0.847,0.22,0.473
arousal,2.83,2.142857142857143,1.2041,7,0.791,0.943,0.731
arraignment,2.58,2.0,1.7404,11,0.406,0.837,0.534
arrangement,2.3,2.142857142857143,2.5877,11,0.625,0.382,0.683
array,2.54,1.5714285714285714,1.6902,5,0.521,0.396,0.568
arrest,3.93,2.0,3.2284,6,0.146,0.951,0.5
arrhythmia,2.96,2.2857142857142856,1.3222,10,0.265,0.706,0.356
arrival,3.07,2.0,2.5502,7,0.678,0.51,0.474
arrogance,1.74,2.571428571428571,2.1106,9,0.143,0.75,0.62
arrow,4.97,2.0,2.2967,5,0.439,0.39,0.454
arsenal,3.86,2.142857142857143,1.9191,7,0.365,0.741,0.752
arsenic,4.29,2.7142857142857144,1.5051,7,0.281,0.472,0.447
arson,3.66,2.2857142857142856,1.9542,5,0.133,0.904,0.567
arsonist,3.96,2.7142857142857144,1.3802,8,0.348,0.84,0.5
art,4.17,1.8571428571428572,3.2047,3,0.812,0.36,0.603
artery,4.48,2.2857142857142856,2.2601,6,0.396,0.58,0.537
arthritis,3.5,2.571428571428571,1.9031,9,0.11,0.518,0.345
artichoke,4.63,2.428571428571429,1.3802,9,0.583,0.218,0.287
article,4.33,2.857142857142857,2.7435,7,0.594,0.28,0.481
articulation,2.65,1.8571428571428572,0.9031,12,0.479,0.48,0.591
artifact,4.5,1.5714285714285714,1.4914,8,0.51,0.5,0.566
artillery,4.31,2.142857142857143,2.2253,9,0.35,0.912,0.794
artisan,3.03,2.428571428571429,0.7782,7,0.781,0.33,0.411
artist,4.24,2.2857142857142856,2.8899,6,0.802,0.442,0.732
artistry,2.0,1.8571428571428572,1.3617,8,0.823,0.346,0.769
artwork,4.42,1.5714285714285714,1.8388,7,0.896,0.368,0.679
asbestos,4.52,2.428571428571429,1.6435,8,0.357,0.481,0.464
ascendant,2.24,1.8571428571428572,1.2553,9,0.656,0.673,0.821
ascension,2.37,2.571428571428571,1.4624,9,0.765,0.72,0.714
ascent,2.61,1.7142857142857144,1.1761,6,0.755,0.627,0.833
ashes,4.92,1.5714285714285714,2.4857,5,0.327,0.279,0.142
ashtray,4.97,2.142857142857143,2.0719,7,0.406,0.382,0.265
asparagus,4.96,2.2857142857142856,1.6335,9,0.469,0.317,0.264
aspect,1.82,2.2857142857142856,2.2355,6,0.479,0.469,0.588
asphalt,4.83,1.8571428571428572,1.5911,7,0.479,0.264,0.439
asphyxia,3.52,1.8571428571428572,1.2788,8,0.198,0.704,0.311
asphyxiation,3.63,2.142857142857143,1.5563,12,0.059,0.745,0.412
aspiration,1.81,1.8571428571428572,1.4472,10,0.704,0.724,0.675
aspirin,4.76,3.857142857142857,2.4683,7,0.479,0.271,0.422
ass,4.67,1.7142857142857144,3.5289,3,0.323,0.75,0.345
assailant,3.96,2.428571428571429,1.7993,9,0.184,0.868,0.602
assassin,4.43,3.0,2.2765,8,0.073,0.933,0.632
assassination,3.8,2.0,2.248,13,0.083,0.941,0.525
assault,3.41,2.142857142857143,2.7723,7,0.167,0.848,0.55
assemblage,3.0,1.5714285714285714,0.8451,10,0.429,0.452,0.6
assembly,3.79,2.142857142857143,2.2227,8,0.698,0.5,0.64
assemblyman,3.74,2.571428571428571,1.0792,11,0.43,0.538,0.76
assent,2.64,2.0,0.699,6,0.615,0.515,0.719
assertion,2.2,1.8571428571428572,1.1761,9,0.74,0.442,0.75
assessment,2.11,2.0,2.1239,10,0.75,0.623,0.658
assessor,2.96,2.7142857142857144,1.0,8,0.551,0.538,0.764
asset,2.92,1.5714285714285714,2.1761,5,0.797,0.765,0.788
assets,3.52,1.5714285714285714,2.2695,6,0.667,0.613,0.765
asshole,4.08,2.428571428571429,3.1052,7,0.133,0.582,0.263
assignment,3.86,2.142857142857143,2.7832,10,0.483,0.398,0.745
assimilation,2.03,1.7142857142857144,1.0414,12,0.429,0.378,0.463
assistance,2.25,1.8571428571428572,2.6513,10,0.656,0.519,0.633
assistant,4.07,2.2857142857142856,2.9903,9,0.625,0.39,0.536
associate,3.41,2.2857142857142856,2.5752,9,0.812,0.409,0.625
association,2.3,1.7142857142857144,2.4914,11,0.745,0.5,0.817
assortment,2.5,1.5714285714285714,1.5441,10,0.694,0.36,0.526
assumption,1.84,2.0,2.1818,10,0.479,0.431,0.417
assurance,1.76,2.142857142857143,1.9445,9,0.675,0.442,0.704
asterisk,4.0,2.0,0.9031,8,0.541,0.288,0.273
asteroid,4.86,2.0,1.6435,8,0.43,0.721,0.623
asthma,3.71,2.571428571428571,2.1004,6,0.198,0.549,0.227
astigmatism,3.15,2.7142857142857144,1.0,11,0.214,0.49,0.429
astonishment,2.92,1.7142857142857144,1.1761,12,0.68,0.718,0.519
astringent,3.21,2.142857142857143,0.8451,10,0.316,0.5,0.474
astrologer,3.78,2.571428571428571,1.1761,10,0.594,0.519,0.673
astrology,2.48,2.2857142857142856,1.5911,9,0.635,0.34,0.5
astronaut,4.75,2.2857142857142856,2.0,9,0.792,0.601,0.761
astronomer,4.27,2.428571428571429,1.4771,10,0.75,0.509,0.735
astronomy,3.03,2.428571428571429,1.6532,9,0.613,0.474,0.722
asylum,4.41,2.0,2.2148,6,0.407,0.33,0.445
asymmetry,2.89,1.7142857142857144,0.6021,9,0.476,0.373,0.527
atheism,2.23,2.0,0.7782,7,0.276,0.46,0.481
athlete,4.3,2.2857142857142856,2.2788,7,0.781,0.718,0.686
athleticism,1.97,2.142857142857143,1.0,11,0.75,0.863,0.778
athletics,3.65,2.0,1.3222,9,0.831,0.691,0.74
atmosphere,3.04,1.7142857142857144,2.5599,10,0.604,0.3,0.56
atom,3.34,2.0,1.9685,4,0.51,0.5,0.433
atonement,1.44,2.571428571428571,1.2553,9,0.55,0.602,0.683
atrium,4.72,2.142857142857143,1.3802,6,0.469,0.365,0.473
atrocity,2.15,1.7142857142857144,1.4771,8,0.115,0.844,0.593
atrophy,2.86,2.0,1.2788,7,0.177,0.54,0.208
attachment,3.04,1.8571428571428572,1.7559,10,0.57,0.343,0.5
attack,3.71,2.0,3.2918,6,0.286,0.948,0.67
attacker,4.04,2.428571428571429,1.7853,8,0.185,0.962,0.629
attainment,2.13,2.0,0.6021,10,0.83,0.52,0.94
attempt,2.22,1.8571428571428572,2.8768,7,0.625,0.491,0.431
attendance,3.07,1.8571428571428572,2.0569,10,0.812,0.5,0.592
attendant,4.44,2.428571428571429,2.0792,9,0.58,0.365,0.519
attention,2.3,1.8571428571428572,3.4773,9,0.74,0.599,0.774
attic,4.53,2.0,2.3766,5,0.521,0.259,0.377
attire,4.47,2.2857142857142856,1.7993,6,0.742,0.388,0.483
attitude,1.97,1.5714285714285714,3.0073,8,0.76,0.644,0.861
attorney,4.52,2.428571428571429,2.9689,8,0.6,0.594,0.754
attraction,2.24,2.0,2.4216,10,0.906,0.774,0.712
attractiveness,2.14,1.5714285714285714,0.9542,14,0.938,0.667,0.755
attribution,2.04,2.0,0.699,11,0.646,0.467,0.658
auction,3.93,2.2857142857142856,2.3096,7,0.594,0.702,0.519
auctioneer,4.55,2.571428571428571,1.2788,10,0.542,0.732,0.716
audacity,1.62,2.2857142857142856,1.6812,8,0.76,0.755,0.916
audience,4.29,1.7142857142857144,2.8802,8,0.698,0.61,0.613
audio,3.5,1.5714285714285714,2.2765,5,0.709,0.425,0.37
audit,3.15,2.0,1.6628,5,0.375,0.562,0.735
audition,3.66,2.428571428571429,2.4886,8,0.75,0.685,0.615
auditor,3.38,2.2857142857142856,1.2041,7,0.582,0.571,0.726
auditorium,4.7,2.0,1.8388,10,0.529,0.49,0.538
augmentation,2.74,2.0,1.0,12,0.714,0.613,0.85
aunt,4.17,2.428571428571429,2.98,4,0.667,0.291,0.42
auntie,4.48,2.428571428571429,2.2577,6,0.643,0.275,0.447
aura,2.67,2.0,1.7924,4,0.76,0.333,0.5
auspices,1.86,2.2857142857142856,0.8451,8,0.542,0.5,0.634
austerity,1.38,1.8571428571428572,0.7782,9,0.438,0.406,0.534
authentication,2.0,1.8571428571428572,1.0792,14,0.724,0.491,0.75
authenticity,1.74,1.7142857142857144,1.699,12,0.67,0.548,0.845
author,4.26,2.2857142857142856,2.4014,6,0.775,0.343,0.749
authority,2.34,1.8571428571428572,2.8987,9,0.592,0.592,0.934
authorization,2.45,2.0,2.1614,13,0.521,0.567,0.817
authorship,2.52,2.2857142857142856,0.7782,10,0.667,0.635,0.773
autism,2.69,2.142857142857143,1.301,6,0.235,0.5,0.447
auto,4.0,2.7142857142857144,2.4624,4,0.571,0.569,0.5
autobiography,3.74,2.142857142857143,1.5185,13,0.735,0.284,0.629
autograph,4.23,1.7142857142857144,2.4378,9,0.735,0.565,0.473
automobile,4.96,2.7142857142857144,2.2878,10,0.753,0.625,0.534
autonomy,2.04,1.8571428571428572,1.3617,8,0.781,0.349,0.891
autopilot,3.08,2.142857142857143,1.5185,9,0.594,0.462,0.632
autopsy,4.29,2.2857142857142856,2.4654,7,0.252,0.65,0.538
autumn,3.27,1.8571428571428572,2.1461,6,0.765,0.204,0.45
availability,2.32,1.8571428571428572,1.4472,12,0.796,0.544,0.6
avalanche,4.32,2.2857142857142856,1.7404,9,0.265,0.915,0.683
avatar,3.21,2.2857142857142856,0.9542,6,0.633,0.41,0.567
avenue,4.0,2.428571428571429,2.752,6,0.677,0.36,0.377
aversion,1.85,1.8571428571428572,1.7404,8,0.074,0.663,0.525
aviation,3.39,1.5714285714285714,1.6721,8,0.708,0.646,0.741
aviator,4.57,2.428571428571429,1.3617,7,0.615,0.7,0.644
avocado,4.89,3.0,1.6435,7,0.677,0.255,0.287
avoidance,1.86,1.8571428571428572,1.3979,9,0.47,0.481,0.466
awakening,3.07,2.2857142857142856,1.7243,9,0.745,0.5,0.618
award,4.14,2.142857142857143,2.5821,5,0.865,0.745,0.66
awareness,1.84,2.0,1.9777,9,0.684,0.422,0.81
awe,1.89,2.0,1.9823,3,0.469,0.74,0.3
awkwardness,2.34,1.8571428571428572,1.5185,11,0.167,0.454,0.148
awning,4.61,2.2857142857142856,1.2788,6,0.5,0.186,0.318
axe,5.0,2.571428571428571,2.1847,3,0.296,0.69,0.536
axiom,2.0,1.8571428571428572,0.9031,5,0.439,0.441,0.583
axis,3.57,1.7142857142857144,1.716,4,0.209,0.25,0.356
axle,4.5,2.2857142857142856,1.6628,4,0.459,0.294,0.473
babe,3.67,2.571428571428571,2.9965,4,0.86,0.536,0.424
baboon,4.92,3.0,1.8865,6,0.357,0.41,0.429
baby,5.0,2.571428571428571,3.7066,4,0.837,0.365,0.455
babysitter,4.57,2.571428571428571,2.1875,10,0.656,0.415,0.408
bachelor,4.32,2.571428571428571,2.48,8,0.667,0.406,0.6
bachelorette,3.9,2.571428571428571,1.5798,12,0.735,0.78,0.465
backboard,4.93,2.142857142857143,1.3979,9,0.48,0.259,0.436
backbone,4.19,2.142857142857143,1.8976,8,0.538,0.464,0.62
backdoor,4.5,2.142857142857143,1.4624,8,0.344,0.41,0.333
backdrop,4.48,2.2857142857142856,1.3617,8,0.32,0.309,0.444
backer,2.8,2.571428571428571,1.3979,6,0.646,0.375,0.537
backgammon,4.47,2.2857142857142856,1.3617,10,0.58,0.41,0.39
background,3.26,1.5714285714285714,2.8254,10,0.399,0.357,0.498
backpack,4.96,2.142857142857143,2.1206,8,0.729,0.278,0.333
backpacker,4.89,2.571428571428571,0.4771,10,0.51,0.73,0.46
backroom,4.5,1.8571428571428572,1.3979,8,0.406,0.5,0.387
backseat,4.61,2.0,2.0374,8,0.388,0.33,0.237
backside,4.07,2.2857142857142856,1.8261,8,0.182,0.417,0.342
backup,3.2,1.7142857142857144,2.7619,6,0.52,0.51,0.553
backwardness,2.0,1.8571428571428572,0.301,12,0.24,0.5,0.136
backwater,3.04,1.5714285714285714,1.4472,9,0.312,0.41,0.161
backwoods,3.22,2.0,1.3617,9,0.541,0.35,0.482
backyard,4.57,2.2857142857142856,2.4502,8,0.552,0.28,0.302
bacon,4.9,2.142857142857143,2.6021,5,0.698,0.406,0.295
bacteria,4.14,2.0,2.0043,8,0.177,0.553,0.57
bacterium,3.69,2.0,0.9031,9,0.194,0.545,0.345
badge,4.93,2.2857142857142856,2.6665,5,0.567,0.488,0.691
badger,4.37,2.428571428571429,1.7709,6,0.344,0.429,0.357
badness,2.26,1.5714285714285714,1.301,7,0.094,0.823,0.463
bag,4.9,2.0,3.3995,3,0.5,0.25,0.314
bagel,5.0,2.7142857142857144,1.9731,5,0.531,0.363,0.34
baggage,4.43,2.142857142857143,2.3522,7,0.61,0.363,0.427
bagpipes,4.93,2.428571428571429,1.4472,8,0.541,0.556,0.412
bail,3.86,2.0,2.7185,4,0.373,0.52,0.561
bailiff,4.5,2.571428571428571,1.8129,7,0.347,0.519,0.759
bait,4.45,2.142857142857143,2.5944,4,0.276,0.327,0.296
bakery,4.83,3.0,2.0719,6,0.802,0.5,0.38
balance,2.89,1.8571428571428572,2.7818,7,0.684,0.265,0.735
balcony,4.68,1.8571428571428572,2.4281,7,0.562,0.392,0.38
bale,4.3,2.2857142857142856,1.3802,4,0.437,0.363,0.412
ball,5.0,2.142857142857143,3.3162,4,0.74,0.427,0.317
ballad,3.88,2.0,1.7482,6,0.792,0.284,0.424
ballast,3.14,2.142857142857143,1.5051,7,0.354,0.423,0.287
ballerina,4.61,2.7142857142857144,1.8388,9,0.802,0.66,0.475
ballet,4.04,3.4285714285714284,2.2989,6,0.656,0.48,0.358
ballgame,4.39,1.7142857142857144,1.6335,8,0.781,0.79,0.407
ballistics,3.12,2.142857142857143,1.9191,10,0.271,0.787,0.61
balloon,4.92,2.571428571428571,2.4183,7,0.729,0.245,0.315
ballot,4.73,1.8571428571428572,1.5682,6,0.521,0.361,0.358
ballpark,4.43,2.0,1.8921,8,0.724,0.694,0.529
ballplayer,4.68,2.571428571428571,1.3617,10,0.719,0.764,0.566
ballpoint,4.41,2.2857142857142856,1.2553,9,0.596,0.337,0.318
ballroom,4.7,2.142857142857143,2.1038,8,0.847,0.635,0.448
balm,3.68,3.4285714285714284,1.3979,4,0.625,0.275,0.414
balsam,4.21,2.2857142857142856,0.4771,6,0.663,0.25,0.385
bamboo,4.86,2.428571428571429,1.7853,6,0.646,0.222,0.356
ban,2.37,2.2857142857142856,1.9294,3,0.146,0.689,0.587
banana,5.0,2.2857142857142856,2.5132,6,0.612,0.23,0.241
band,4.68,1.5714285714285714,3.0504,4,0.648,0.552,0.525
bandage,4.85,2.142857142857143,2.1004,7,0.22,0.327,0.286
bandanna,5.0,2.428571428571429,1.1139,8,0.562,0.276,0.277
bandit,4.36,2.857142857142857,1.9823,6,0.094,0.796,0.567
bandstand,4.19,2.142857142857143,1.3979,9,0.735,0.536,0.52
bandwagon,3.29,2.2857142857142856,1.3802,9,0.625,0.651,0.509
bandwidth,3.19,1.7142857142857144,1.3979,9,0.714,0.337,0.548
banger,3.24,2.142857142857143,1.415,6,0.378,0.54,0.538
banishment,2.16,1.8571428571428572,1.0,10,0.16,0.775,0.298
banister,4.75,2.142857142857143,1.5051,8,0.418,0.41,0.332
banjo,4.9,2.2857142857142856,1.7076,5,0.469,0.4,0.37
bank,4.78,1.7142857142857144,3.2017,4,0.562,0.327,0.675
banker,4.43,2.428571428571429,2.2068,6,0.586,0.588,0.792
banking,3.55,2.2857142857142856,2.0969,7,0.51,0.327,0.5
bankroll,3.75,1.8571428571428572,1.6902,8,0.469,0.57,0.509
bankruptcy,2.68,2.0,1.9243,10,0.01,0.696,0.209
banner,4.8,2.2857142857142856,2.1335,6,0.521,0.408,0.474
banquet,4.0,2.142857142857143,2.2122,7,0.765,0.571,0.6
banshee,3.12,2.142857142857143,1.3802,7,0.408,0.565,0.481
banter,2.85,1.8571428571428572,1.7853,6,0.594,0.677,0.464
baptism,3.41,2.2857142857142856,1.5682,7,0.844,0.384,0.566
bar,4.67,2.142857142857143,3.3465,3,0.5,0.531,0.481
barbarian,3.52,2.2857142857142856,1.7243,9,0.323,0.896,0.713
barbarism,2.41,2.571428571428571,1.1461,9,0.19,0.815,0.614
barbecue,4.52,2.0,2.4362,8,0.792,0.643,0.456
barber,4.59,2.571428571428571,2.179,6,0.543,0.459,0.356
barbershop,4.85,2.428571428571429,1.7709,10,0.597,0.441,0.382
bargain,2.59,1.8571428571428572,2.6749,7,0.653,0.533,0.67
bargaining,2.76,2.0,1.9031,10,0.622,0.64,0.642
baritone,3.67,2.7142857142857144,1.2553,8,0.592,0.529,0.5
bark,4.52,1.8571428571428572,2.3181,4,0.36,0.602,0.395
barley,4.59,2.0,1.5315,6,0.614,0.212,0.296
barmaid,4.17,2.571428571428571,1.3979,7,0.521,0.472,0.44
barman,4.46,2.428571428571429,1.3617,6,0.594,0.61,0.4
barn,4.79,2.142857142857143,2.5977,4,0.51,0.452,0.425
barnacle,4.92,2.428571428571429,1.1761,8,0.408,0.337,0.457
barnyard,4.79,2.2857142857142856,1.5185,8,0.51,0.353,0.336
barometer,4.57,2.2857142857142856,1.5051,9,0.388,0.273,0.545
baron,4.14,2.7142857142857144,2.1173,5,0.52,0.358,0.709
baroness,3.92,2.7142857142857144,1.4914,8,0.625,0.453,0.755
baroque,2.62,1.8571428571428572,1.1461,7,0.49,0.357,0.418
barrack,4.78,2.2857142857142856,0.9542,7,0.378,0.5,0.455
barracuda,5.0,3.0,1.415,9,0.333,0.713,0.51
barrel,4.86,2.2857142857142856,2.5729,6,0.429,0.298,0.474
barricade,4.57,2.142857142857143,1.7076,9,0.323,0.667,0.673
barrier,4.41,2.0,2.0719,7,0.333,0.48,0.562
bartender,4.82,2.428571428571429,2.5051,9,0.573,0.698,0.585
base,3.86,2.0,3.0052,4,0.635,0.298,0.553
baseball,4.86,2.857142857142857,2.8069,8,0.66,0.76,0.563
baseboard,4.9,2.0,0.9031,9,0.396,0.198,0.405
baseline,2.86,1.7142857142857144,1.4314,8,0.483,0.367,0.509
basement,4.89,2.0,2.8325,8,0.388,0.5,0.268
bases,3.63,2.0,2.1553,5,0.569,0.236,0.591
basics,2.27,1.8571428571428572,2.017,6,0.688,0.311,0.491
basin,4.63,2.142857142857143,1.8388,5,0.552,0.231,0.398
basis,1.83,1.5714285714285714,2.7033,5,0.602,0.26,0.426
basket,5.0,2.0,2.6325,6,0.458,0.227,0.336
basketball,4.97,2.571428571428571,2.6243,10,0.814,0.764,0.435
bass,4.31,1.8571428571428572,2.3522,4,0.427,0.206,0.268
bassoon,4.67,2.7142857142857144,1.0,7,0.5,0.433,0.31
bastard,3.14,2.428571428571429,3.2227,7,0.094,0.692,0.289
bat,5.0,2.571428571428571,2.7497,3,0.324,0.409,0.48
batch,3.8,1.5714285714285714,2.2765,5,0.56,0.357,0.357
bath,4.85,2.142857142857143,2.9978,4,0.725,0.26,0.263
bathhouse,4.69,2.0,1.3222,9,0.602,0.38,0.459
bathrobe,5.0,2.571428571428571,1.8129,8,0.531,0.442,0.394
bathroom,4.52,2.142857142857143,3.2639,8,0.561,0.283,0.345
bathtub,4.92,2.142857142857143,2.3522,7,0.625,0.24,0.318
baton,4.64,2.142857142857143,1.8976,5,0.272,0.235,0.519
battalion,3.75,2.142857142857143,2.1492,9,0.333,0.818,0.795
batter,4.41,2.7142857142857144,1.9956,6,0.561,0.245,0.373
battering,2.82,2.142857142857143,1.3979,9,0.21,0.798,0.49
battery,4.67,2.2857142857142856,2.6021,7,0.48,0.425,0.442
battle,4.0,2.0,3.0519,6,0.365,0.945,0.868
battlefield,4.54,2.0,2.1106,11,0.133,0.918,0.781
battleground,4.04,2.0,1.3424,12,0.156,0.958,0.812
battleship,4.81,2.857142857142857,1.8129,10,0.479,0.75,0.726
bauble,3.23,2.0,1.3222,6,0.698,0.429,0.255
bay,4.81,1.5714285714285714,2.7875,3,0.719,0.365,0.569
bayonet,4.77,2.428571428571429,1.7076,7,0.263,0.775,0.561
bayou,4.54,1.7142857142857144,1.5051,5,0.469,0.431,0.324
bazaar,3.63,2.428571428571429,1.6628,6,0.604,0.34,0.5
bazooka,4.66,2.2857142857142856,1.5441,7,0.302,0.824,0.634
beach,4.79,1.5714285714285714,3.1113,5,0.885,0.529,0.455
beacon,4.38,1.7142857142857144,2.1271,6,0.58,0.407,0.537
bead,4.9,2.142857142857143,1.6902,4,0.592,0.388,0.381
beak,4.96,2.2857142857142856,1.9494,4,0.375,0.363,0.411
beaker,4.72,2.2857142857142856,1.2304,6,0.42,0.41,0.391
beam,3.96,1.5714285714285714,2.3674,4,0.584,0.349,0.382
bean,5.0,2.142857142857143,2.3444,4,0.667,0.269,0.264
beanbag,4.96,2.142857142857143,1.3424,7,0.45,0.38,0.34
beanie,4.74,2.7142857142857144,1.5911,6,0.5,0.23,0.263
bear,4.88,2.7142857142857144,3.1764,4,0.448,0.57,0.475
beard,4.96,2.2857142857142856,2.6021,5,0.49,0.261,0.371
bearer,3.58,2.2857142857142856,1.8261,6,0.571,0.547,0.676
bearings,3.0,1.7142857142857144,1.7924,8,0.418,0.49,0.426
bearskin,4.73,2.7142857142857144,1.1761,8,0.333,0.398,0.464
beast,4.63,1.8571428571428572,2.7427,5,0.214,0.78,0.732
beater,3.62,2.2857142857142856,1.5185,6,0.438,0.545,0.482
beautification,2.22,2.142857142857143,0.9031,14,0.885,0.575,0.725
beauty,2.93,1.7142857142857144,3.1775,6,0.842,0.6,0.644
beaver,4.68,2.7142857142857144,2.1072,6,0.49,0.344,0.393
bebop,2.54,2.2857142857142856,1.1139,5,0.482,0.49,0.358
bed,5.0,2.2857142857142856,3.6143,3,0.604,0.173,0.327
bedding,4.61,2.0,1.5682,7,0.704,0.276,0.377
bedpan,5.0,2.142857142857143,1.5798,6,0.51,0.4,0.362
bedrock,4.46,1.8571428571428572,1.2304,7,0.561,0.34,0.598
bedroom,4.9,2.142857142857143,3.1017,7,0.744,0.296,0.491
bedside,3.92,1.8571428571428572,1.9868,7,0.604,0.167,0.375
bedspread,4.85,2.142857142857143,1.2788,9,0.551,0.139,0.292
bedtime,2.9,2.2857142857142856,2.4472,7,0.673,0.314,0.373
bee,4.88,2.571428571428571,2.3962,3,0.52,0.509,0.309
beef,4.74,3.4285714285714284,2.8089,4,0.582,0.312,0.492
beefsteak,4.76,2.142857142857143,1.2041,9,0.594,0.391,0.455
beehive,4.93,2.0,1.5315,7,0.541,0.7,0.422
beep,4.0,1.8571428571428572,2.3222,4,0.595,0.541,0.304
beeper,4.77,2.142857142857143,1.8751,6,0.438,0.72,0.441
beer,4.88,3.5714285714285716,3.2567,4,0.592,0.654,0.5
bees,4.72,2.571428571428571,2.2148,4,0.562,0.635,0.412
beeswax,4.88,3.7142857142857144,1.3617,7,0.583,0.402,0.375
beetle,4.83,2.428571428571429,1.7634,6,0.323,0.356,0.295
beggar,4.59,2.571428571428571,1.9445,6,0.24,0.402,0.116
beginner,2.73,2.2857142857142856,1.9191,8,0.49,0.48,0.387
beginning,2.5,1.7142857142857144,3.3508,9,0.816,0.528,0.558
behavior,2.19,1.8571428571428572,2.9355,8,0.594,0.442,0.813
behemoth,3.15,2.2857142857142856,1.0,8,0.583,0.781,0.853
beholder,3.04,2.142857142857143,1.2041,8,0.714,0.491,0.52
belief,1.19,1.7142857142857144,2.4942,6,0.896,0.375,0.656
believer,2.73,2.428571428571429,2.1461,8,0.725,0.445,0.564
bell,4.96,2.2857142857142856,3.0154,4,0.552,0.51,0.505
bellboy,4.39,2.571428571428571,1.6812,7,0.542,0.363,0.302
bellhop,4.42,2.571428571428571,1.4914,7,0.5,0.287,0.318
bellman,4.89,2.571428571428571,1.5051,7,0.54,0.25,0.371
belly,4.8,1.7142857142857144,2.7657,5,0.51,0.388,0.387
bellybutton,5.0,1.7142857142857144,1.4914,11,0.531,0.283,0.36
bellyful,3.16,2.2857142857142856,1.4914,8,0.347,0.806,0.519
belongings,3.88,1.5714285714285714,2.1335,10,0.592,0.38,0.75
belt,4.9,2.2857142857142856,2.9238,4,0.541,0.322,0.445
beluga,4.39,3.142857142857143,1.4314,6,0.51,0.333,0.482
bench,4.87,2.2857142857142856,2.5353,5,0.571,0.289,0.544
benefactor,3.36,2.2857142857142856,1.7782,10,0.833,0.578,0.755
beneficiary,3.0,2.428571428571429,1.6335,11,0.776,0.399,0.616
benefit,2.25,2.142857142857143,2.749,7,0.906,0.422,0.806
benevolence,1.63,2.0,1.2304,11,0.786,0.34,0.717
benzene,4.2,2.857142857142857,1.0,7,0.439,0.459,0.403
bereavement,2.33,2.2857142857142856,1.3222,11,0.265,0.677,0.5
beret,4.8,2.571428571428571,1.6128,5,0.542,0.24,0.327
berserk,2.35,2.571428571428571,1.8062,7,0.398,0.556,0.48
bestseller,2.59,2.571428571428571,1.4771,10,0.771,0.643,0.7
beta,2.84,2.142857142857143,2.0043,4,0.71,0.37,0.439
betrayal,1.76,2.142857142857143,2.2833,8,0.083,0.719,0.418
beverage,4.6,2.571428571428571,2.0,8,0.635,0.49,0.389
bewilderment,2.03,2.142857142857143,0.699,12,0.312,0.716,0.216
bias,1.68,2.0,1.7993,4,0.4,0.37,0.541
bib,4.79,2.2857142857142856,1.3802,3,0.385,0.396,0.339
bible,4.61,1.8571428571428572,2.7168,5,0.719,0.225,0.726
bibliography,3.96,2.0,0.6021,12,0.622,0.204,0.528
bicarbonate,3.71,2.7142857142857144,1.4314,11,0.479,0.337,0.438
biceps,4.93,2.2857142857142856,1.5911,6,0.592,0.588,0.602
bicycle,4.89,2.428571428571429,2.3802,7,0.708,0.519,0.425
bidder,3.4,2.2857142857142856,1.8451,6,0.465,0.474,0.433
bidding,2.69,1.8571428571428572,2.2227,7,0.586,0.644,0.509
bigamy,2.64,2.142857142857143,1.1461,6,0.327,0.696,0.482
bigot,3.11,2.428571428571429,1.4624,5,0.479,0.745,0.517
bigotry,2.38,1.8571428571428572,1.415,7,0.356,0.737,0.481
bike,5.0,2.7142857142857144,2.7597,4,0.708,0.5,0.333
bikini,4.96,2.142857142857143,2.1271,6,0.73,0.639,0.353
bile,4.46,2.571428571428571,1.4914,4,0.157,0.461,0.324
billboard,4.83,2.0,1.7853,9,0.594,0.317,0.481
billiards,4.61,2.142857142857143,1.301,9,0.643,0.559,0.387
billing,3.54,2.0,1.9294,7,0.406,0.481,0.67
billion,3.79,2.0,2.5563,7,0.719,0.564,0.782
billionaire,3.22,2.2857142857142856,1.8261,11,0.806,0.667,0.923
bimbo,3.04,2.7142857142857144,1.9191,5,0.396,0.37,0.3
bin,4.72,2.0,2.2253,3,0.422,0.304,0.327
binder,4.89,2.428571428571429,1.3617,6,0.438,0.25,0.308
binge,3.1,2.428571428571429,1.6021,5,0.304,0.65,0.5
bingo,4.0,2.2857142857142856,2.6532,5,0.735,0.667,0.429
binoculars,5.0,2.2857142857142856,1.8451,10,0.49,0.309,0.411
biochemist,3.81,2.428571428571429,1.1761,10,0.471,0.449,0.717
biochemistry,3.4,2.571428571428571,1.415,12,0.552,0.531,0.596
biographer,4.41,2.428571428571429,1.2041,10,0.708,0.427,0.617
